"<s>Did problems with your emotions, nerves, or mental health keep you from taking care of household responsibilities?</s>","","",""
"(LIHHRES2)","","",""
"IMPHHLDM<s>1</s>","Len : 2    EMOTIONL PROBS MAKE KEEP YOU FRM TAKING CARE HOUS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","475","0.80"
"","2 = No .................................................................................................................................","177","0.30"
"","94 = DON'T KNOW ...........................................................................................................","3","0.01"
"","97 = REFUSED ..................................................................................................................","40","0.07"
"","98 = BLANK (NO ANSWER) ...........................................................................................","134","0.23"
"","99 = LEGITIMATE SKIP ...................................................................................................","58240","98.60"
"D","uring that one month when your emotions, nerves or mental health interfered most with your daily activities...","",""
"h<s>ow much difficulty did you have taking care of your daily responsibilities at work or school?</s>","","",""
"(LIWKRES1)","","",""
"IMPRESP<s>1</s>","Len : 2    DIFFICULTY WORK RESPONS ONE MO IN PST 12 MO","",""
"","","Freq","Pct"
"","1 = No difficulty .................................................................................................................","17958","30.40"
"","2 = Mild difficulty...............................................................................................................","8568","14.51"
"","3 = Moderate difficulty .......................................................................................................","4816","8.15"
"","4 = Severe difficulty............................................................................................................","2184","3.70"
"","5 = You didn't work or go to school ....................................................................................","2422","4.10"
"","85 = BAD DATA Logically assigned .................................................................................","21","0.04"
"","94 = DON'T KNOW ...........................................................................................................","56","0.09"
"","97 = REFUSED ..................................................................................................................","61","0.10"
"","98 = BLANK (NO ANSWER) ...........................................................................................","73","0.12"
"","99 = LEGITIMATE SKIP ...................................................................................................","22910","38.79"
"D<s>id problems with your emotions, nerves, or mental health keep you from working or going to school?</s>","","",""
"(LIWKRES2)","","",""
"IMPRESPM<s>1</s>","Len : 2    DID EMOTIONAL PROBS KEEP YOU FROM WORK/SCHOOL","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","550","0.93"
"","2 = No .................................................................................................................................","1861","3.15"
"","94 = DON'T KNOW ...........................................................................................................","8","0.01"
"","97 = REFUSED ..................................................................................................................","64","0.11"
"","98 = BLANK (NO ANSWER) ...........................................................................................","150","0.25"
"","99 = LEGITIMATE SKIP ...................................................................................................","56436","95.54"
"D","uring that one month when your emotions, nerves or mental health interfered most with your daily activities...","",""
"h<s>ow much difficulty did you have getting your daily work done as quickly as needed?</s>","","",""
"(LIWKQUIC)","","",""
"IMPWORK<s>1</s>","Len : 2    DIFFICULTY DOING DAILY WORK ONE MO IN PST 12 MO","",""
"","","Freq","Pct"
"","1 = No difficulty .................................................................................................................","16081","27.22"
"","2 = Mild difficulty...............................................................................................................","10359","17.54"
"","3 = Moderate difficulty .......................................................................................................","5016","8.49"
"","4 = Severe difficulty............................................................................................................","2089","3.54"
"","85 = BAD DATA Logically assigned .................................................................................","21","0.04"
"","94 = DON'T KNOW ...........................................................................................................","46","0.08"
"","97 = REFUSED ..................................................................................................................","51","0.09"
"","98 = BLANK (NO ANSWER) ...........................................................................................","74","0.13"
"","99 = LEGITIMATE SKIP ...................................................................................................","25332","42.89"
