"C<s>an you remember your exact age?</s>","","",""
"(YD37)","","",""
"YOPBRMBR<s>1</s>","Len : 2    RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1812","3.07"
"","2 = No .................................................................................................................................","1290","2.18"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","27","0.05"
"","97 = REFUSED ..................................................................................................................","5","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","376","0.64"
"","99 = LEGITIMATE SKIP ...................................................................................................","55558","94.06"
"H<s>ow old were you?</s>","","",""
"(YD37A, YD37B)","","",""
"YOPBAGE<s>1</s>","Len : 3    AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED","",""
"","","Freq","Pct"
"","RANGE = 1 - 17 .................................................................................................................","2943","4.98"
"","994 = DON'T KNOW .........................................................................................................","173","0.29"
"","997 = REFUSED ................................................................................................................","13","0.02"
"","998 = BLANK (NO ANSWER)..........................................................................................","382","0.65"
"","999 = LEGITIMATE SKIP .................................................................................................","55558","94.06"
"I","n your entire life, how many times did you feel [FEELNOUN] for two weeks or longer while also having some of the other problems we asked","",""
"about?","","",""
"I<s>f you are not sure of your answer, just make your best guess. </s>","","",""
"(YD52)","","",""
"YOPBNUM<s>1</s>","Len : 4    # TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE","",""
"","","Freq","Pct"
"","RANGE = 1 - 1000 .............................................................................................................","2639","4.47"
"","9985 = BAD DATA Logically assigned .............................................................................","1","0.00"
"","9994 = DON'T KNOW .......................................................................................................","446","0.76"
"","9997 = REFUSED ..............................................................................................................","49","0.08"
"","9998 = BLANK (NO ANSWER) ........................................................................................","376","0.64"
"","9999 = LEGITIMATE SKIP ...............................................................................................","55558","94.06"
"I","n the past 12 months, did you have a period of time when you felt [FEELNOUN] for two weeks or longer while also having some of the other","",""
"<s>problems we asked about?</s>","","",""
"(YD38)","","",""
"YOPB2WK<s>1</s>","Len : 2    FELT THIS WAY 2 WKS+ W/OTH PRBS DURING PST 12 MOS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2303","3.90"
"","2 = No .................................................................................................................................","771","1.31"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","48","0.08"
"","97 = REFUSED ..................................................................................................................","12","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","376","0.64"
"","99 = LEGITIMATE SKIP ...................................................................................................","55558","94.06"
