"","ADULT DEPRESSION","",""
"(D_MDEA8)","","",""
"AD_MDEA8<s>1</s>","Len : 2    INABILITY TO CONCENTRATE OR MAKE DECISIONS","",""
"","","Freq","Pct"
"","1 = Has symptom ................................................................................................................","8247","13.96"
"","2 = Does not have symptom ................................................................................................","1643","2.78"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","26","0.04"
"","97 = REFUSED ..................................................................................................................","5","0.01"
"","98 = OTHER MISSING/NOT APPLICABLE ....................................................................","37178","62.94"
"","99 = LEGITIMATE SKIP ...................................................................................................","11969","20.26"
"(DSMMDEA2)","","",""
"ADSMMDEA<s>1</s>","Len : 2    SCORE OF SYMPTOM INDICATORS 1 THRU 9","",""
"","","Freq","Pct"
"","1 = Has 5 or more symptoms ..............................................................................................","9229","15.62"
"","2 = Has less than 5 symptoms .............................................................................................","1273","2.16"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = SUM OF SYMPTOMS AND DON'T KNOW >=5 ....................................................","23","0.04"
"","97 = SUM OF SYMPTOMS AND REFUSED >=5 ...........................................................","2","0.00"
"","98 = OTHER MISSING/NOT APPLICABLE ....................................................................","36572","61.91"
"","99 = LEGITIMATE SKIP ...................................................................................................","11969","20.26"
"You mentioned having some of the problems I just asked you about.","","",""
"D","uring that [TIMEFILL] period of time, how much did your [FEELNOUN] and these other problems interfere with your work, your social life, or","",""
"<s>your personal relationships?</s>","","",""
"(AD28)","","",""
"ADPBINTF<s>1</s>","Len : 2    WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE","",""
"","","Freq","Pct"
"","1 = Not at all .......................................................................................................................","194","0.33"
"","2 = A little ...........................................................................................................................","1053","1.78"
"","3 = Some .............................................................................................................................","2690","4.55"
"","4 = A lot ..............................................................................................................................","3369","5.70"
"","5 = Extremely .....................................................................................................................","2059","3.49"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","11","0.02"
"","97 = REFUSED ..................................................................................................................","12","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1434","2.43"
"","99 = LEGITIMATE SKIP ...................................................................................................","48246","81.68"
"D","<s>uring that [TIMEFILL] period of time, how often were you unable to carry out your daily activities because of these problems with your mood?</s>","",""
"(AD28A)","","",""
"ADPBDLYA<s>1</s>","Len : 2    WHEN PRBLMS WORST UNABLE TO CARRY OUT DLY ACTVTS","",""
"","","Freq","Pct"
"","1 = Often .............................................................................................................................","2899","4.91"
"","2 = Sometimes ....................................................................................................................","4249","7.19"
"","3 = Rarely ...........................................................................................................................","1566","2.65"
"","4 = Never ............................................................................................................................","458","0.78"
"","94 = DON'T KNOW ...........................................................................................................","10","0.02"
"","97 = REFUSED ..................................................................................................................","11","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1436","2.43"
"","99 = LEGITIMATE SKIP ...................................................................................................","48440","82.01"
