"O<s>n most days during that [TIMEFILL] time, did your thinking seem slower than usual or seem mixed up?</s>","","",""
"(YD26P)","","",""
"YOWRTHOT<s>1</s>","Len : 2    WHEN PRBLMS WORST THGHTS SLOWER/MIXED UP","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2489","4.21"
"","2 = No .................................................................................................................................","785","1.33"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","44","0.07"
"","97 = REFUSED ..................................................................................................................","5","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","350","0.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55395","93.78"
"O<s>n most days, did you have a lot more trouble than usual keeping your mind on things?</s>","","",""
"(YD26R)","","",""
"YOWRCONC<s>1</s>","Len : 2    WHEN PRBLMS WRST HAVE TRBLE KEEPING MIND ON THNGS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2731","4.62"
"","2 = No .................................................................................................................................","557","0.94"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","31","0.05"
"","97 = REFUSED ..................................................................................................................","4","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","350","0.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55395","93.78"
"W<s>ere you unable to make up your mind about things you ordinarily have no trouble deciding about?</s>","","",""
"(YD26S)","","",""
"YOWRDCSN<s>1</s>","Len : 2    WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2167","3.67"
"","2 = No .................................................................................................................................","1093","1.85"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","60","0.10"
"","97 = REFUSED ..................................................................................................................","3","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","350","0.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55395","93.78"
"D<s>id you feel that you were not as good as other people nearly every day?</s>","","",""
"(YD26U)","","",""
"YOWRNOGD<s>1</s>","Len : 2    WHEN PRBLMS WRST FEEL NOT AS GOOD AS OTHER PEOPLE","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2820","4.77"
"","2 = No .................................................................................................................................","468","0.79"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","26","0.04"
"","97 = REFUSED ..................................................................................................................","9","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","350","0.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55395","93.78"
"D<s>id you feel totally worthless nearly every day?</s>","","",""
"(YD26V)","","",""
"YOWRWRTH<s>1</s>","Len : 2    WHEN PRBLMS WORST FEEL TOTALLY WORTHLESS EVERYDAY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2207","3.74"
"","2 = No .................................................................................................................................","590","1.00"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","18","0.03"
"","97 = REFUSED ..................................................................................................................","5","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","385","0.65"
"","99 = LEGITIMATE SKIP ...................................................................................................","55863","94.57"
