"","RECODED COVID-19","",""
"(COSUTELE)","","",""
"COSUTELE2","Len : 1    RC-SUB USE TRT APPTS MOVED TO TELEHEALTH DUE TO COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2413","4.09"
"","1 = Yes (COSUTELE=1) ....................................................................................................","3655","6.19"
"","2 = No (COSUTELE=2) .....................................................................................................","19855","33.61"
"","3 = Does not apply (COSUTELE=3) ..................................................................................","33146","56.11"
"(COSUAPTDL)","","",""
"COSUAPTDL2","Len : 1    RC-DELAYS/CANCELLATIONS IN SUB USE TRT APPTS DUE COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2393","4.05"
"","1 = Yes (COSUAPTDL=1) .................................................................................................","3459","5.86"
"","2 = No (COSUAPTDL=2) ..................................................................................................","20347","34.45"
"","3 = Does not apply (COSUAPTDL=3) ...............................................................................","32870","55.65"
"(COSURXDL)","","",""
"COSURXDL2","Len : 1    RC-DELAYS GETTING SUB USE TRT PRESCRIPTIONS DUE COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2404","4.07"
"","1 = Yes (COSURXDL=1) ...................................................................................................","1811","3.07"
"","2 = No (COSURXDL=2) ....................................................................................................","21620","36.60"
"","3 = Does not apply (COSURXDL=3) .................................................................................","33234","56.26"
"(COSUSVHLT)","","",""
"COSUSVHLT2","Len : 1    RC-LACK OF SUB USE TRT CAUSED IMPACT TO HLTH DUE COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2412","4.08"
"","1 = Yes (COSUSVHLT=1) .................................................................................................","1301","2.20"
"","2 = No (COSUSVHLT=2) ..................................................................................................","21854","37.00"
"","3 = Does not apply (COSUSVHLT=3) ...............................................................................","33502","56.72"
"(COHCTELE)","","",""
"COHCTELE2","Len : 1    RC-MED CARE APPOINTMENTS MOVED TO TELEHEALTH DUE COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2341","3.96"
"","1 = Yes (COHCTELE=1) ...................................................................................................","15542","26.31"
"","2 = No (COHCTELE=2) .....................................................................................................","25814","43.70"
"","3 = Does not apply (COHCTELE=3) ..................................................................................","15372","26.02"
"(COHCAPTDL)","","",""
"COHCAPTDL2","Len : 1    RC-DELAYS/CANCELLATIONS IN MED CARE APPTS DUE TO COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2380","4.03"
"","1 = Yes (COHCAPTDL=1) ................................................................................................","13427","22.73"
"","2 = No (COHCAPTDL=2) ..................................................................................................","27921","47.27"
"","3 = Does not apply (COHCAPTDL=3) ...............................................................................","15341","25.97"
"(COHCRXDL)","","",""
"COHCRXDL2","Len : 1    RC-DELAYS GETTING MEDICAL CARE PRESCRIPTIONS DUE COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2383","4.03"
"","1 = Yes (COHCRXDL=1) ..................................................................................................","5239","8.87"
"","2 = No (COHCRXDL=2) ....................................................................................................","34282","58.04"
"","3 = Does not apply (COHCRXDL=3) .................................................................................","17165","29.06"
"(COHCSVHLT)","","",""
"COHCSVHLT2","Len : 1    RC-LACK OF MED CARE CAUSED IMPACT TO HEALTH DUE COVID-19","",""
"","","Freq","Pct"
"",". = Unknown (Otherwise)....................................................................................................","2401","4.06"
"","1 = Yes (COHCSVHLT=1) ................................................................................................","3016","5.11"
"","2 = No (COHCSVHLT=2) ..................................................................................................","35362","59.87"
"","3 = Does not apply (COHCSVHLT=3) ...............................................................................","18290","30.96"
"Codebook Creation Date: 10/19/2023 ................................................. 558","","",""
