"<s>During the past 12 months, how much has treatment or counseling helped you?</s>","","",""
"(YD86F)","","",""
"YOTMTHLP<s>1</s>","Len : 2    HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS","",""
"","","Freq","Pct"
"","1 = Not at all .......................................................................................................................","186","0.31"
"","2 = A little ...........................................................................................................................","265","0.45"
"","3 = Some .............................................................................................................................","325","0.55"
"","4 = A lot ..............................................................................................................................","313","0.53"
"","5 = Extremely .....................................................................................................................","147","0.25"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","9","0.02"
"","97 = REFUSED ..................................................................................................................","13","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","400","0.68"
"","99 = LEGITIMATE SKIP ...................................................................................................","57410","97.19"
