"","disorder. Specific information about the DSM-5 use disorder criteria used in these recoded variables can be found in the Nicotine Dependence and","",""
"<s>Substance Use Disorder Appendix.</s>","","",""
"(IRPYUD5ALC, MDEIMPY)","","",""
"YMDEIMAD5YR","Len : 1    RC-YOUTH: PY MDE WITH SEVERE IMP AND ALC USE DISORDER-DSM-5","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown MDE Impairment (MDEIMPY=.) ................................................","47558","80.51"
"","0 = No (MDEIMPY=2 or IRPYUD5ALC=0) .....................................................................","11357","19.23"
"","1 = Yes (MDEIMPY=1 & IRPYUD5ALC=1) ....................................................................","154","0.26"
"(MDEIMPY, UD5ILLANY)","","",""
"YMIMI5YANY","Len : 1    RC-YOUTH: PY MDE W/ SEV IMPAIR & ILL DRG USE DIS-DSM-5-ANY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown MDE Impairment (MDEIMPY=.) ................................................","47558","80.51"
"","0 = No (MDEIMPY=2 or UD5ILLANY=0) .......................................................................","11164","18.90"
"","1 = Yes (MDEIMPY=1 & UD5ILLANY =1) .....................................................................","347","0.59"
"(MDEIMPY, UD5ILALANY)","","",""
"YMIMS5YANY","Len : 1    RC-YOUTH: PY MDE W/ SEV IMPAIR AND SUB USE DIS-DSM-5 - ANY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown MDE Impairment (MDEIMPY=.) ................................................","47558","80.51"
"","0 = No (MDEIMPY=2 or UD5ILALANY=0) ....................................................................","11105","18.80"
"","1 = Yes (MDEIMPY=1 & UD5ILALANY =1) ..................................................................","406","0.69"
