"","IMPUTED ADULT MENTAL HEALTH","",""
"(IMPGOUT)","","",""
"IRIMPGOUT","Len : 2    DIFFICULTY GOING OUT ONE MO IN PST 12 MOS - IMP REV","",""
"","","Freq","Pct"
"","1 = No difficulty .................................................................................................................","21848","36.99"
"","2 = Mild difficulty...............................................................................................................","7182","12.16"
"","3 = Moderate difficulty .......................................................................................................","4623","7.83"
"","4 = Severe difficulty............................................................................................................","2105","3.56"
"","5 = You didn't leave the house on your own .......................................................................","1324","2.24"
"","99 = LEGITIMATE SKIP ...................................................................................................","21987","37.22"
"(IMPGOUT)","","",""
"IIIMPGOUT","Len : 1    DIFFICULTY GOING OUT ONE MO IN PST 12 MOS - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","35979","60.91"
"","3 = Statistically imputed data ..............................................................................................","1103","1.87"
"","9 = LEGITIMATE SKIP.....................................................................................................","21987","37.22"
"(IMPGOUTM)","","",""
"IRIMPGOUTM","Len : 2    EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE - IMP REV","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","908","1.54"
"","2 = No .................................................................................................................................","416","0.70"
"","99 = LEGITIMATE SKIP ...................................................................................................","57745","97.76"
"(IMPGOUTM)","","",""
"IIIMPGOUTM","Len : 1    EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","35969","60.89"
"","3 = Statistically imputed data ..............................................................................................","1113","1.88"
"","9 = LEGITIMATE SKIP.....................................................................................................","21987","37.22"
"(IMPPEOP)","","",""
"IRIMPPEOP","Len : 2    DIFFICULTY DEALING W STRNGERS ONE MO IN PST 12 MOS - IMP REV","",""
"","","Freq","Pct"
"","1 = No difficulty .................................................................................................................","18555","31.41"
"","2 = Mild difficulty...............................................................................................................","9045","15.31"
"","3 = Moderate difficulty .......................................................................................................","5301","8.97"
"","4 = Severe difficulty............................................................................................................","2596","4.39"
"","5 = You didn't deal with people you did not know well ......................................................","1585","2.68"
"","99 = LEGITIMATE SKIP ...................................................................................................","21987","37.22"
"(IMPPEOP)","","",""
"IIIMPPEOP","Len : 1    DIFFICULTY DEALING W STRNGERS ONE MO IN PST 12 MOS - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","35972","60.90"
"","3 = Statistically imputed data ..............................................................................................","1110","1.88"
"","9 = LEGITIMATE SKIP.....................................................................................................","21987","37.22"
"(IMPPEOPM)","","",""
"IRIMPPEOPM","Len : 2    EMOTIONAL PROBLEMS KEEP YOU FROM DEALING W STRNGRS - IMP REV","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","780","1.32"
"","2 = No .................................................................................................................................","805","1.36"
"","99 = LEGITIMATE SKIP ...................................................................................................","57484","97.32"
"(IMPPEOPM)","","",""
"IIIMPPEOPM","Len : 1    EMOTIONAL PRBLMS KEEP YOU FROM DEALING W STRNGRS - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","35965","60.89"
"","3 = Statistically imputed data ..............................................................................................","1117","1.89"
"","9 = LEGITIMATE SKIP.....................................................................................................","21987","37.22"
"Codebook Creation Date: 10/19/2023 ................................................. 457","","",""
