"P<s>lease enter your answer as a whole number.</s>","","",""
"(AD26F)","","",""
"ADWRLSL2<s>1</s>","Len : 3    WHEN PRBLMS WORST # LBS LOST WITHOUT TRYING","",""
"","","Freq","Pct"
"","RANGE = 0 - 20 .................................................................................................................","2763","4.68"
"","21 = 21 to 25 pounds ...........................................................................................................","208","0.35"
"","22 = 26 to 30 pounds ...........................................................................................................","241","0.41"
"","23 = 31 to 35 pounds ...........................................................................................................","53","0.09"
"","24 = 36 to 40 pounds ...........................................................................................................","115","0.19"
"","25 = 41 to 45 pounds ...........................................................................................................","28","0.05"
"","26 = 46 to 50 pounds ...........................................................................................................","78","0.13"
"","27 = 51 or more pounds ......................................................................................................","120","0.20"
"","994 = DON'T KNOW .........................................................................................................","100","0.17"
"","997 = REFUSED ................................................................................................................","6","0.01"
"","998 = BLANK (NO ANSWER)..........................................................................................","1490","2.52"
"","999 = LEGITIMATE SKIP .................................................................................................","53867","91.19"
"A","gain, please think about the period of time/most recent period of time when your [FEELNOUN] and other problems were the worst.","",""
"D","id you have a lot more trouble than usual falling asleep, staying asleep, or waking too early nearly every night during that [TIMEFILL] period of","",""
"<s>time? </s>","","",""
"(AD26G)","","",""
"ADWRSLEP<s>1</s>","Len : 2    WHEN PRBLMS WORST HAVE PRBS SLEEPING/WAKING EARLY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","7941","13.44"
"","2 = No .................................................................................................................................","1969","3.33"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","19","0.03"
"","97 = REFUSED ..................................................................................................................","3","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1401","2.37"
"","99 = LEGITIMATE SKIP ...................................................................................................","47735","80.81"
"D<s>uring that [TIMEFILL] period of time, did you sleep a lot more than usual nearly every night?</s>","","",""
"(AD26H)","","",""
"ADWRSMOR<s>1</s>","Len : 2    WHEN PRBLMS WORST SLEEP A LOT MORE THAN USUAL","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1210","2.05"
"","2 = No .................................................................................................................................","768","1.30"
"","94 = DON'T KNOW ...........................................................................................................","12","0.02"
"","97 = REFUSED ..................................................................................................................","1","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1402","2.37"
"","99 = LEGITIMATE SKIP ...................................................................................................","55676","94.26"
"D","<s>uring that [TIMEFILL] period of time, did you feel tired or low in energy nearly every day, even when you had not been working very hard?</s>","",""
"(AD26J)","","",""
"ADWRENRG<s>1</s>","Len : 2    WHEN PRBLMS WORST FEEL TIRED/LOW ON ENERGY EVRYDY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","9225","15.62"
"","2 = No .................................................................................................................................","692","1.17"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","11","0.02"
"","97 = REFUSED ..................................................................................................................","2","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1403","2.38"
"","99 = LEGITIMATE SKIP ...................................................................................................","47735","80.81"
