"","RECODED ADOLESCENT DEPRESSION","",""
"(YOFAMDOC, YOSEEDOC)","","",""
"YDOCMDE","Len : 1    RC-YOUTH: SAW/TALK TO GEN PRAC/FAM MD ABOUT MDE IN PY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YOFAMDOC=6) ....................................................................","2688","4.55"
"","1 = Yes (YOFAMDOC=1,3) ..............................................................................................","396","0.67"
"(YOOTHDOC, YOSEEDOC)","","",""
"YOMDMDE","Len : 1    RC-YOUTH: SAW/TALK TO OTHER MD ABOUT MDE IN PAST YEAR","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YOOTHDOC=6) .....................................................................","3032","5.13"
"","1 = Yes (YOOTHDOC=1,3) ...............................................................................................","52","0.09"
"(YOPSYCH, YOSEEDOC)","","",""
"YPSY1MDE","Len : 1    RC-YOUTH: SAW/TALK TO PSYCHOLOGIST ABT MDE IN PST YR","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YOPSYCH=6) .........................................................................","2668","4.52"
"","1 = Yes (YOPSYCH=1,3) ...................................................................................................","416","0.70"
"(YOPSYMD, YOSEEDOC)","","",""
"YPSY2MDE","Len : 1    RC-YOUTH: SAW/TALK TO PSYCHIATRIST ABT MDE IN PST YR","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YOPSYMD=6) ........................................................................","2726","4.61"
"","1 = Yes (YOPSYMD=1,3) ..................................................................................................","358","0.61"
"(YOSEEDOC, YOSOCWRK)","","",""
"YSOCMDE","Len : 1    RC-YOUTH: SAW/TALK TO SOCIAL WORKER ABOUT MDE IN PY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YOSOCWRK=6) ....................................................................","2899","4.91"
"","1 = Yes (YOSOCWRK=1,3) ..............................................................................................","185","0.31"
"(YOCOUNS, YOSEEDOC)","","",""
"YCOUNMDE","Len : 1    RC-YOUTH: SAW/TALK TO COUNSELOR ABOUT MDE IN PST YR","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YOCOUNS=6) ........................................................................","2349","3.98"
"","1 = Yes (YOCOUNS=1,3) ..................................................................................................","735","1.24"
"(YOOTHMHP, YOSEEDOC)","","",""
"YOMHMDE","Len : 1    RC-YOUTH: SAW/TALK TO OTH MENT HLTH PROF ABOUT MDE-PY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or [YOOTHMHP=6 & No Writ-in Enter]) ..................................","2888","4.89"
"","1 = Yes (YOOTHMHP=1,3 or Write-in Response Entered) ...............................................","196","0.33"
"(YONURSE, YOSEEDOC)","","",""
"YNURSMDE","Len : 1    RC-YOUTH: SAW/TALK TO NURSE/OCC THERA ABOUT MDE IN PY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YONURSE=6) ........................................................................","2853","4.83"
"","1 = Yes (YONURSE=1,3) ..................................................................................................","231","0.39"
"(YORELIG, YOSEEDOC)","","",""
"YRELMDE","Len : 1    RC-YOUTH: SAW/TALK TO RELIG ADVISOR ABOUT MDE IN PY","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","55985","94.78"
"","0 = No (YOSEEDOC=2 or YORELIG=6) ..........................................................................","3013","5.10"
"","1 = Yes (YORELIG=1,3) ....................................................................................................","71","0.12"
"Codebook Creation Date: 10/19/2023 ................................................. 511","","",""
