"","IMPUTED ADULT MENTAL HEALTH","",""
"(COSUITHNK)","","",""
"IRCOSUITHNK","Len : 1    ADULT THOUGHT OF KILLING SELF DUE TO COVID-19 PY - IMP REV","",""
"","","Freq","Pct"
"",". = Aged 12-17 ....................................................................................................................","11969","20.26"
"","0 = No .................................................................................................................................","3005","5.09"
"","1 = Yes ................................................................................................................................","473","0.80"
"","9 = LEGITIMATE SKIP.....................................................................................................","43622","73.85"
"(COSUITHNK)","","",""
"IICOSUITHNK","Len : 1    ADULT THOUGHT OF KILLING SELF DUE TO COVID-19 PY - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","3344","5.66"
"","3 = Statistically imputed data ..............................................................................................","1335","2.26"
"","9 = LEGITIMATE SKIP.....................................................................................................","54390","92.08"
"(SUIPLANYR)","","",""
"IRSUIPLANYR","Len : 1    ADULT MADE PLANS TO KILL SELF IN PST YR - IMP REV","",""
"","","Freq","Pct"
"",". = Aged 12-17 ....................................................................................................................","11969","20.26"
"","0 = No .................................................................................................................................","45927","77.75"
"","1 = Yes ................................................................................................................................","1173","1.99"
"(SUIPLANYR)","","",""
"IISUIPLANYR","Len : 1    ADULT MADE PLANS TO KILL SELF IN PST YR - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","45838","77.60"
"","3 = Statistically imputed data ..............................................................................................","1262","2.14"
"","9 = LEGITIMATE SKIP.....................................................................................................","11969","20.26"
"(COSUIPLNYR)","","",""
"IRCOSUIPLNYR","Len : 1    ADULT MADE PLANS TO KILL SELF DUE TO COVID-19 PY - IMP REV","",""
"","","Freq","Pct"
"",". = Aged 12-17 ....................................................................................................................","11969","20.26"
"","0 = No .................................................................................................................................","1037","1.76"
"","1 = Yes ................................................................................................................................","136","0.23"
"","9 = LEGITIMATE SKIP.....................................................................................................","45927","77.75"
"(COSUIPLNYR)","","",""
"IICOSUIPLNYR","Len : 1    ADULT MADE PLANS TO SELF DUE TO COVID-19 PY - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","1120","1.90"
"","3 = Statistically imputed data ..............................................................................................","1265","2.14"
"","9 = LEGITIMATE SKIP.....................................................................................................","56684","95.96"
"IRSUITRYYR","Len : 1    ADULT ATTEMPTED TO KILL SELF IN PST YR - IMP REV","",""
"","","Freq","Pct"
"",". = Aged 12-17 ....................................................................................................................","11969","20.26"
"","0 = No .................................................................................................................................","46609","78.91"
"","1 = Yes ................................................................................................................................","491","0.83"
"IISUITRYYR","Len : 1    ADULT ATTEMPTED TO KILL SELF IN PST YR - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","45857","77.63"
"","3 = Statistically imputed data ..............................................................................................","1243","2.10"
"","9 = LEGITIMATE SKIP.....................................................................................................","11969","20.26"
"IRCOSUITRYYR","Len : 1    ADULT ATTEMPTED TO KILL SELF DUE TO COVID-19 PY - IMP REV","",""
"","","Freq","Pct"
"",". = Aged 12-17 ....................................................................................................................","11969","20.26"
"","0 = No .................................................................................................................................","421","0.71"
"","1 = Yes ................................................................................................................................","70","0.12"
"","9 = LEGITIMATE SKIP.....................................................................................................","46609","78.91"
"Codebook Creation Date: 10/19/2023 ................................................. 460","","",""
