"","RECODED ADOLESCENT DEPRESSION","",""
"N","OTE: The following four variables make up the four role domains (chores at home, school or work, close relationships with family, and social","",""
"<s>life) of the Sheehan Disability Scale (SDS), which measures the impact of a disorder on an adolescent’s life.</s>","","",""
"(YOPSHMGT)","","",""
"YSDSHOME","Len : 1    RC-YOUTH: MDE ROLE IMPAIRMENT - CHORES AT HOME","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","56795","96.15"
"","1 = None (YOPSHMGT=0) ................................................................................................","89","0.15"
"","2 = Mild (YOPSHMGT=1,2,3) ...........................................................................................","392","0.66"
"","3 = Moderate (YOPSHMGT=4,5,6) ...................................................................................","939","1.59"
"","4 = Severe (YOPSHMGT=7,8,9) ........................................................................................","705","1.19"
"","5 = Very Severe (YOPSHMGT=10) ...................................................................................","149","0.25"
"(YOPSWORK)","","",""
"YSDSWRK","Len : 1    RC-YOUTH: MDE ROLE IMPAIRMENT - SCHOOL OR WORK","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","56793","96.15"
"","1 = None (YOPSWORK=0) ...............................................................................................","77","0.13"
"","2 = Mild (YOPSWORK=1,2,3) ..........................................................................................","389","0.66"
"","3 = Moderate (YOPSWORK=4,5,6) ...................................................................................","732","1.24"
"","4 = Severe (YOPSWORK=7,8,9) .......................................................................................","807","1.37"
"","5 = Very Severe (YOPSWORK=10)...................................................................................","271","0.46"
"(YOPSRELS)","","",""
"YSDSREL","Len : 1    RC-YOUTH: MDE ROLE IMPAIRMENT - FAMILY RELATIONSHIPS","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","56791","96.14"
"","1 = None (YOPSRELS=0) ..................................................................................................","80","0.14"
"","2 = Mild (YOPSRELS=1,2,3) .............................................................................................","374","0.63"
"","3 = Moderate (YOPSRELS=4,5,6) .....................................................................................","796","1.35"
"","4 = Severe (YOPSRELS=7,8,9) ..........................................................................................","784","1.33"
"","5 = Very Severe (YOPSRELS=10) .....................................................................................","244","0.41"
"(YOPSSOC)","","",""
"YSDSSOC","Len : 1    RC-YOUTH: MDE ROLE IMPAIRMENT - SOCIAL LIFE","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","56798","96.16"
"","1 = None (YOPSSOC=0) ....................................................................................................","55","0.09"
"","2 = Mild (YOPSSOC=1,2,3) ...............................................................................................","289","0.49"
"","3 = Moderate (YOPSSOC=4,5,6) .......................................................................................","720","1.22"
"","4 = Severe (YOPSSOC=7,8,9) ............................................................................................","875","1.48"
"","5 = Very Severe (YOPSSOC=10) .......................................................................................","332","0.56"
"T","he following variable, YSDSOVRL, is assigned the maximum level of interference over the four role domains of SDS: chores at home","",""
"<s>(YSDSHOME), school or work (YSDSWRK), family relationships (YSDSREL), and social life (YSDSSOC).</s>","","",""
"(YSDSHOME, YSDSREL, YSDSSOC, YSDSWRK)","","",""
"YSDSOVRL","Len : 1    RC-YOUTH: MAX SEVERITY LEVEL OF MDE ROLE IMPAIRMENT","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown/Legitimate Skip (Otherwise) .........................................................","56784","96.13"
"","1 = None (See comment above) ..........................................................................................","7","0.01"
"","2 = Mild (See comment above) ...........................................................................................","61","0.10"
"","3 = Moderate (See comment above)....................................................................................","495","0.84"
"","4 = Severe (See comment above) ........................................................................................","1147","1.94"
"","5 = Very Severe (See comment above) ...............................................................................","575","0.97"
"T","he following variable, MDEIMPY, is derived from the maximum severity level of MDE role impairment (YSDSOVRL) and is restricted to","",""
"<s>adolescents with past year MDE (YMDEYR).</s>","","",""
"(YMDEYR, YSDSOVRL)","","",""
"MDEIMPY","Len : 1    RC-YOUTH: MDE WITH SEVERE ROLE IMPAIRMENT","",""
"","","Freq","Pct"
"",". = Aged 18+/Unknown (Otherwise) ...................................................................................","47558","80.51"
"","1 = Yes (YMDEYR=1 and YSDSOVRL=4,5) ...................................................................","1719","2.91"
"","2 = No (YMDEYR=2 or YSDSOVRL=1,2,3) ....................................................................","9792","16.58"
"Codebook Creation Date: 10/19/2023 ................................................. 513","","",""
