"A<s>ppointments moved from in-person to telehealth?</s>","","",""
"(COV6A)","","",""
"COMHTELE","Len : 2    MENTAL HLTH APPTS MOVED TO TELEHEALTH DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","11209","18.98"
"","2 = No .................................................................................................................................","20051","33.95"
"","3 = Does not apply ..............................................................................................................","25414","43.02"
"","85 = BAD DATA Logically assigned .................................................................................","39","0.07"
"","94 = DON'T KNOW ...........................................................................................................","551","0.93"
"","97 = REFUSED ..................................................................................................................","388","0.66"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1417","2.40"
"D<s>elays or cancellations in appointments?</s>","","",""
"(COV6B)","","",""
"COMHAPTDL","Len : 2    DELAYS/CANCELLATIONS IN MENTAL HLTH APPTS DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","9924","16.80"
"","2 = No .................................................................................................................................","22356","37.85"
"","3 = Does not apply ..............................................................................................................","24421","41.34"
"","85 = BAD DATA Logically assigned .................................................................................","39","0.07"
"","94 = DON'T KNOW ...........................................................................................................","542","0.92"
"","97 = REFUSED ..................................................................................................................","370","0.63"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1417","2.40"
"D<s>elays in getting prescriptions?</s>","","",""
"(COV6C)","","",""
"COMHRXDL","Len : 2    DELAYS GETTING MENTAL HLTH PRESCRIPTIONS DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","4128","6.99"
"","2 = No .................................................................................................................................","26834","45.43"
"","3 = Does not apply ..............................................................................................................","25709","43.52"
"","85 = BAD DATA Logically assigned .................................................................................","39","0.07"
"","94 = DON'T KNOW ...........................................................................................................","572","0.97"
"","97 = REFUSED ..................................................................................................................","370","0.63"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1417","2.40"
"U<s>nable to access needed care resulting in moderate to severe impact on health?</s>","","",""
"(COV6D)","","",""
"COMHSVHLT","Len : 2    LACK OF MNTL HLTH CARE CAUSED IMPACT TO HLTH DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2786","4.72"
"","2 = No .................................................................................................................................","27597","46.72"
"","3 = Does not apply ..............................................................................................................","26253","44.44"
"","85 = BAD DATA Logically assigned .................................................................................","39","0.07"
"","94 = DON'T KNOW ...........................................................................................................","585","0.99"
"","97 = REFUSED ..................................................................................................................","392","0.66"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1417","2.40"
"B","ecause of the COVID-19 pandemic in the U.S., did you experience any of the following in your access to substance use treatment?","",""
"A<s>ppointments moved from in-person to telehealth?</s>","","",""
"(COV7A)","","",""
"COSUTELE","Len : 2    SUB USE TRMT APPTS MOVED TO TELEHEALTH DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","3655","6.19"
"","2 = No .................................................................................................................................","19855","33.61"
"","3 = Does not apply ..............................................................................................................","33146","56.11"
"","85 = BAD DATA Logically assigned .................................................................................","39","0.07"
"","94 = DON'T KNOW ...........................................................................................................","582","0.99"
"","97 = REFUSED ..................................................................................................................","357","0.60"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1435","2.43"
