"","ADULT DEPRESSION","",""
"","<s>During that [TIMEFILL] period of time, did you lose interest in almost all things like work and hobbies and things you like to do for fun?</s>","",""
"(AD24E)","","",""
"ADWRLSIN<s>1</s>","Len : 2    WHEN PRBLMS WORST LOSE INTRST IN ENJOYABLE THINGS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","8684","14.70"
"","2 = No .................................................................................................................................","1803","3.05"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","25","0.04"
"","97 = REFUSED ..................................................................................................................","14","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1370","2.32"
"","99 = LEGITIMATE SKIP ...................................................................................................","47172","79.86"
"D","uring that [TIMEFILL] period of time, did you lose the ability to take pleasure in having good things happen to you, like winning something or","",""
"<s>being praised or complimented?</s>","","",""
"(AD24F)","","",""
"ADWRPLSR<s>1</s>","Len : 2    WHEN PRBLMS WORST LOSE PLSURE IN GOOD THINGS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","7583","12.84"
"","2 = No .................................................................................................................................","2888","4.89"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","42","0.07"
"","97 = REFUSED ..................................................................................................................","11","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1372","2.32"
"","99 = LEGITIMATE SKIP ...................................................................................................","47172","79.86"
"The next questions are about changes in appetite and weight.","","",""
"I","n answering the next questions, think about the period of time/most recent period of time when your [FEELNOUN] and other problems were the","",""
"worst.","","",""
"D<s>id you have a much smaller appetite than usual nearly every day during that time? </s>","","",""
"(AD26A)","","",""
"ADWRELES<s>1</s>","Len : 2    WHEN PRBLMS WORST HAVE SMALLER APPETITE EVERY DAY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","6115","10.35"
"","2 = No .................................................................................................................................","3778","6.40"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","38","0.06"
"","97 = REFUSED ..................................................................................................................","2","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1400","2.37"
"","99 = LEGITIMATE SKIP ...................................................................................................","47735","80.81"
"D<s>id you have a much larger appetite than usual nearly every day?</s>","","",""
"(AD26B)","","",""
"ADWREMOR<s>1</s>","Len : 2    WHEN PRBLMS WORST HAVE LARGER APPETITE EVERY DAY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1997","3.38"
"","2 = No .................................................................................................................................","1790","3.03"
"","94 = DON'T KNOW ...........................................................................................................","29","0.05"
"","97 = REFUSED ..................................................................................................................","1","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1402","2.37"
"","99 = LEGITIMATE SKIP ...................................................................................................","53850","91.16"
"D<s>id you gain weight without trying to during that [TIMEFILL] period of time?</s>","","",""
"(AD26C)","","",""
"ADWRGAIN<s>1</s>","Len : 2    WHEN PRBLMS WORST DID YOU GAIN WEIGHT W/O TRYING","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2208","3.74"
"","2 = No .................................................................................................................................","1575","2.67"
"","94 = DON'T KNOW ...........................................................................................................","33","0.06"
"","97 = REFUSED ..................................................................................................................","1","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1402","2.37"
"","99 = LEGITIMATE SKIP ...................................................................................................","53850","91.16"
"Codebook Creation Date: 10/19/2023 ................................................. 471","","",""
