"","HEALTH","",""
"(HLTH2623)","","",""
"CASKINDK<s>1</s>","Len : 2    TYPE OF CANCER: SKIN DON'T KNOW WHICH KIND","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","123","0.21"
"","2 = No (not entered) ............................................................................................................","1780","3.01"
"","85 = BAD DATA Logically assigned .................................................................................","47","0.08"
"","94 = DON'T KNOW ...........................................................................................................","5","0.01"
"","97 = REFUSED ..................................................................................................................","2","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1527","2.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55585","94.10"
"(HLTH2628)","","",""
"CATHYROID<s>1</s>","Len : 2    TYPE OF CANCER: THYROID","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","79","0.13"
"","2 = No (not entered) ............................................................................................................","1824","3.09"
"","85 = BAD DATA Logically assigned .................................................................................","47","0.08"
"","94 = DON'T KNOW ...........................................................................................................","5","0.01"
"","97 = REFUSED ..................................................................................................................","2","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1527","2.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55585","94.10"
"(HLTH2629)","","",""
"CAUTERUS<s>1</s>","Len : 2    TYPE OF CANCER: UTERUS (FEMALES ONLY)","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","71","0.12"
"","2 = No (not entered) ............................................................................................................","1093","1.85"
"","85 = BAD DATA Logically assigned .................................................................................","26","0.04"
"","94 = DON'T KNOW ...........................................................................................................","3","0.01"
"","97 = REFUSED ..................................................................................................................","1","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1528","2.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","56347","95.39"
"N","OTE: The question corresponding to CANCERYR was skipped if respondents reported first being diagnosed with any form of cancer at their","",""
"current age because it could be logically inferred that they had cancer in the past year.","","",""
"<s>Did you have cancer during the past 12 months?</s>","","",""
"(HLTH29)","","",""
"CANCERYR<s>1</s>","Len : 2    HAD ANY CANCER PAST 12 MONTHS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","392","0.66"
"","2 = No .................................................................................................................................","1430","2.42"
"","5 = Yes LOGICALLY ASSIGNED from skip pattern ........................................................","123","0.21"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","3","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1527","2.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55585","94.10"
"N","OTE: The variables HRTCONDAG, DIABETEAG, COPDAGE, CIRROSAGE, HEPBAGE, KIDNYDSAG, ASTHMAAGE, HIVAIDSAG, and","",""
"","HIGHBPAGE represent the ages when specific health conditions other than cancer were first diagnosed. Beginning in 2016, the questions","",""
"","instructed respondents to enter 1 if they were diagnosed before they were 1 year old. In 2016, however, respondents were still allowed to enter 0 for","",""
"the age when they were first diagnosed. Beginning in 2017, a response of 0 is no longer allowed.","","",""
"H<s>ow old were you when your heart condition or heart disease was first diagnosed?</s>","","",""
"(HLTH30)","","",""
"HRTCONDAG<s>1</s>","Len : 3    AGE HEART CONDITION 1ST DIAGNOSED","",""
"","","Freq","Pct"
"","RANGE = 1 - 95 .................................................................................................................","3478","5.89"
"","985 = BAD DATA Logically assigned ...............................................................................","14","0.02"
"","994 = DON'T KNOW .........................................................................................................","78","0.13"
"","997 = REFUSED ................................................................................................................","5","0.01"
"","998 = BLANK (NO ANSWER)..........................................................................................","1523","2.58"
"","999 = LEGITIMATE SKIP .................................................................................................","53971","91.37"
