"<s>Did you lose weight without trying to because you were sick or on a diet?</s>","","",""
"(YD26E1)","","",""
"YOWRDIET<s>1</s>","Len : 2    WHEN PRBLMS WORST LOSE WGHT W/O TRYING BC SICK/DT","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","388","0.66"
"","2 = No .................................................................................................................................","1060","1.79"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","8","0.01"
"","97 = REFUSED ..................................................................................................................","1","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","462","0.78"
"","99 = LEGITIMATE SKIP ...................................................................................................","57149","96.75"
"How many pounds did you lose?","","",""
"P<s>lease enter your answer as a whole number.</s>","","",""
"(YD26F)","","",""
"YOWRLSL2<s>1</s>","Len : 3    WHEN PRBLMS WORST # LBS LOST WITHOUT TRYING","",""
"","","Freq","Pct"
"","RANGE = 0 - 20 .................................................................................................................","783","1.33"
"","21 = 21 to 25 pounds ...........................................................................................................","32","0.05"
"","22 = 26 to 30 pounds ...........................................................................................................","44","0.07"
"","23 = 31 to 35 pounds ...........................................................................................................","9","0.02"
"","24 = 36 to 40 pounds ...........................................................................................................","18","0.03"
"","25 = 41 to 45 pounds ...........................................................................................................","4","0.01"
"","26 = 46 to 50 pounds ...........................................................................................................","14","0.02"
"","27 = 51 or more pounds ......................................................................................................","11","0.02"
"","994 = DON'T KNOW .........................................................................................................","140","0.24"
"","997 = REFUSED ................................................................................................................","14","0.02"
"","998 = BLANK (NO ANSWER)..........................................................................................","463","0.78"
"","999 = LEGITIMATE SKIP .................................................................................................","57537","97.41"
"A","gain, please think about the period of time/most recent period of time when your [FEELNOUN] and other problems were the worst.","",""
"D","id you have a lot more trouble than usual falling asleep or staying asleep most nights or waking too early most mornings during that [TIMEFILL]","",""
"<s>time? </s>","","",""
"(YD26G)","","",""
"YOWRSLEP<s>1</s>","Len : 2    WHEN PRBLMS WORST HAVE PRBS SLEEPING/WAKING EARLY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","2630","4.45"
"","2 = No .................................................................................................................................","663","1.12"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","26","0.04"
"","97 = REFUSED ..................................................................................................................","4","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","350","0.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","55395","93.78"
"D<s>uring that [TIMEFILL] period of time, did you sleep a lot more than usual?</s>","","",""
"(YD26H)","","",""
"YOWRSMOR<s>1</s>","Len : 2    WHEN PRBLMS WORST SLEEP A LOT MORE THAN USUAL","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","413","0.70"
"","2 = No .................................................................................................................................","261","0.44"
"","94 = DON'T KNOW ...........................................................................................................","16","0.03"
"","97 = REFUSED ..................................................................................................................","3","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","351","0.59"
"","99 = LEGITIMATE SKIP ...................................................................................................","58025","98.23"
