"","RECODED EMERGING ISSUES","",""
"RECODED EMERGING ISSUES","","",""
"N","OTE: The variables in this section are recoded variables that were created from one or more of the variables from three of the preceding sections:","",""
"<s>Recoded Drug Use, Emerging Issues, or Imputed Emerging Issues.</s>","","",""
"(CASUPROB)","","",""
"CASUPROB2","Len : 1    RC-PERCEIVED EVER HAD DRUG OR ALCOHOL USE PROBLEM","",""
"","","Freq","Pct"
"",". = Aged 12-17/Unknown (Otherwise) ................................................................................","13363","22.62"
"","0 = No (CASUPROB=2) ....................................................................................................","40329","68.27"
"","1 = Yes (CASUPROB=1) ...................................................................................................","5377","9.10"
"(CASUPROB2, CASURCVR)","","",""
"RCVYSUBPRB","Len : 1    RC-PERCEIVED RECOVERY FROM DRUG OR ALCOHOL USE PROBLEM","",""
"","","Freq","Pct"
"",". = Aged 12-17/Unknown (Otherwise) ................................................................................","13383","22.66"
"","0 = No/No Problem (CASURCVR=2 OR CASUPROB2=0) ..............................................","41923","70.97"
"","1 = Yes (CASURCVR=1) ...................................................................................................","3763","6.37"
"(CAMHPROB)","","",""
"CAMHPROB2","Len : 1    RC-PERCEIVED EVER HAD A MENTAL HEALTH ISSUE","",""
"","","Freq","Pct"
"",". = Aged 12-17/Unknown (Otherwise) ................................................................................","13398","22.68"
"","0 = No (CAMHPROB=2) ...................................................................................................","31490","53.31"
"","1 = Yes (CAMHPROB=1) ..................................................................................................","14181","24.01"
"(CAMHPROB2, CAMHRCVR)","","",""
"RCVYMHPRB","Len : 1    RC-PERCEIVED RECOVERY FROM MENTAL HEALTH ISSUE","",""
"","","Freq","Pct"
"",". = Aged 12-17/Unknown (Otherwise) ................................................................................","13492","22.84"
"","0 = No/No Issue (CAMHRCVR=2 OR CAMHPROB2=0) ................................................","36541","61.86"
"","1 = Yes (CAMHRCVR=1) .................................................................................................","9036","15.30"
"(IRKRATREC)","","",""
"KRATOMFLAG","Len : 1    RC-KRATOM - EVER USED","",""
"","","Freq","Pct"
"","0 = Never used (IRKRATREC = 9) ....................................................................................","57941","98.09"
"","1 = Ever used (IRKRATREC = 1-3) ...................................................................................","1128","1.91"
"(IRKRATREC)","","",""
"KRATOMYR","Len : 1    RC-KRATOM - PAST YEAR USE","",""
"","","Freq","Pct"
"","0 = Did not use in the past year (IRKRATREC = 3,9) ........................................................","58660","99.31"
"","1 = Used within the past year (IRKRATREC = 1,2) ...........................................................","409","0.69"
"(IRKRATREC)","","",""
"KRATOMMON","Len : 1    RC-KRATOM - PAST MONTH USE","",""
"","","Freq","Pct"
"","0 = Did not use in the past month (IRKRATREC= 2-3,9) ..................................................","58868","99.66"
"","1 = Used within the past month (IRKRATREC = 1) ...........................................................","201","0.34"
"(IRFLVVAPREC)","","",""
"FLVVAPFLAG","Len : 1    RC-ONLY FLAVORING VAPING - EVER USED","",""
"","","Freq","Pct"
"","0 = Never used (IRFLVVAPREC = 9) ...............................................................................","53547","90.65"
"","1 = Ever used (IRFLVVAPREC = 1-3) ..............................................................................","5522","9.35"
"(IRFLVVAPREC)","","",""
"FLVVAPYR","Len : 1    RC-ONLY FLAVORING VAPING - PAST YEAR USE","",""
"","","Freq","Pct"
"","0 = Did not use in the past year (IRFLVVAPREC = 3,9) ...................................................","56828","96.21"
"","1 = Used within the past year (IRFLVVAPREC = 1,2) ......................................................","2241","3.79"
"Codebook Creation Date: 10/19/2023 ................................................. 549","","",""
