"<s>You didn’t have enough time for treatment.</s>","","",""
"(TXMHNOH)","","",""
"MHTUNTIME","Len : 2    UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1627","2.75"
"","2 = No .................................................................................................................................","2186","3.70"
"","94 = DON'T KNOW ...........................................................................................................","55","0.09"
"","97 = REFUSED ..................................................................................................................","18","0.03"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1192","2.02"
"","99 = LEGITIMATE SKIP ...................................................................................................","53991","91.40"
"Y<s>ou were worried that your information would not be kept private.</s>","","",""
"(TXMHNOI)","","",""
"MHTUNPRIV","Len : 2    UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1106","1.87"
"","2 = No .................................................................................................................................","2728","4.62"
"","94 = DON'T KNOW ...........................................................................................................","30","0.05"
"","97 = REFUSED ..................................................................................................................","22","0.04"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1192","2.02"
"","99 = LEGITIMATE SKIP ...................................................................................................","53991","91.40"
"Y<s>ou were worried about what people would think or say if you got treatment.</s>","","",""
"(TXMHNOJ)","","",""
"MHTUNPTHNK","Len : 2    UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1331","2.25"
"","2 = No .................................................................................................................................","2543","4.31"
"","94 = DON'T KNOW ...........................................................................................................","8","0.01"
"","97 = REFUSED ..................................................................................................................","3","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1193","2.02"
"","99 = LEGITIMATE SKIP ...................................................................................................","53991","91.40"
"Y","<s>ou thought that if people knew you were in treatment bad things would happen, like losing your job, home, or children.</s>","",""
"(TXMHNOK)","","",""
"MHTUNCONSQ","Len : 2    UNMET MH TRMT NEED: WORRIED LOSS OF JOB, HOME, CHILDREN, ETC","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","408","0.69"
"","2 = No .................................................................................................................................","3440","5.82"
"","94 = DON'T KNOW ...........................................................................................................","26","0.04"
"","97 = REFUSED ..................................................................................................................","10","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1194","2.02"
"","99 = LEGITIMATE SKIP ...................................................................................................","53991","91.40"
"Y<s>ou were not ready to start treatment.</s>","","",""
"(TXMHNOL)","","",""
"MHTUNSTART","Len : 2    UNMET MH TRMT NEED: NOT READY TO START TREATMENT","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1854","3.14"
"","2 = No .................................................................................................................................","1930","3.27"
"","94 = DON'T KNOW ...........................................................................................................","90","0.15"
"","97 = REFUSED ..................................................................................................................","10","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1194","2.02"
"","99 = LEGITIMATE SKIP ...................................................................................................","53991","91.40"
