"<s>Was this because of the COVID-19 pandemic?</s>","","",""
"(COV9)","","",""
"COSUITHNK","Len : 2    ADULT THINK ABOUT KILLING YOURSELF DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","453","0.77"
"","2 = No .................................................................................................................................","2891","4.89"
"","85 = BAD DATA Logically assigned .................................................................................","5","0.01"
"","94 = DON'T KNOW ...........................................................................................................","16","0.03"
"","97 = REFUSED ..................................................................................................................","3","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1311","2.22"
"","99 = LEGITIMATE SKIP ...................................................................................................","54390","92.08"
"D<s>uring the past 12 months, did you make any plans to kill yourself?</s>","","",""
"(SUI02)","","",""
"SUIPLANYR<s>1</s>","Len : 2    ADULT MAKE PLANS TO KILL SELF PST 12 MOS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1123","1.90"
"","2 = No .................................................................................................................................","44715","75.70"
"","85 = BAD DATA Logically assigned .................................................................................","21","0.04"
"","94 = DON'T KNOW ...........................................................................................................","52","0.09"
"","97 = REFUSED ..................................................................................................................","121","0.20"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1068","1.81"
"","99 = LEGITIMATE SKIP ...................................................................................................","11969","20.26"
"W<s>as this because of the COVID-19 pandemic?</s>","","",""
"(COV10)","","",""
"COSUIPLNYR","Len : 2    ADULT MAKE PLAN TO KILL YOURSELF DUE TO COVID-19","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","125","0.21"
"","2 = No .................................................................................................................................","995","1.68"
"","85 = BAD DATA Logically assigned .................................................................................","5","0.01"
"","94 = DON'T KNOW ...........................................................................................................","2","0.00"
"","97 = REFUSED ..................................................................................................................","1","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1257","2.13"
"","99 = LEGITIMATE SKIP ...................................................................................................","56684","95.96"
"N","OTE: The following variable, KSSLR6MONED, is a score with values ranging from 0 to 24 indicating the level of psychological distress over the","",""
"","past 30 days (past month). This variable is based on data collected from a series of six questions known as the K6, asking adult respondents how","",""
"","frequently they experienced symptoms of psychological distress during the past 30 days. These questions include the following symptoms of","",""
"","distress: feeling nervous (DSTNRV30), feeling hopeless (DSTHOP30), feeling restless or fidgety (DSTRST30), feeling so sad or depressed that","",""
"","nothing could cheer you up (DSTCHR30), feeling that everything was an effort (DSTEFF30), and feeling down on yourself, no good, or worthless","",""
"","(DSTNGD30). For each of the six items listed above, responses of ""all of the time"" were coded 4, ""most of the time"" were coded 3, ""some of the","",""
"","time"" were coded 2, ""a little of the time"" were coded 1, and ""none of the time"" were coded 0. These assigned values were summed across the six","",""
"<s>items to calculate a total score for KSSLR6MONED. Specific details about this variable are provided in the Recoded Mental Health Appendix.</s>","","",""
"(DSTCHR30, DSTEFF30, DSTHOP30, DSTNGD30, DSTNRV30, DSTRST30)","","",""
"KSSLR6MONED","Len : 2    K6 TOTAL SCORE IN PAST MONTH","",""
"","","Freq","Pct"
"","RANGE = 0 - 24 .................................................................................................................","45659","77.30"
"",". = Aged 12-17 or missing ...................................................................................................","13410","22.70"
