"<s>Did you gain weight without trying to because you were growing?</s>","","",""
"(AD26C1)","","",""
"ADWRGROW<s>1</s>","Len : 2    WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC GROWING","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","195","0.33"
"","2 = No .................................................................................................................................","751","1.27"
"","94 = DON'T KNOW ...........................................................................................................","14","0.02"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1450","2.45"
"","99 = LEGITIMATE SKIP ...................................................................................................","56659","95.92"
"D<s>id you gain weight without trying to because you were pregnant?</s>","","",""
"(AD26C2)","","",""
"ADWRPREG<s>1</s>","Len : 2    WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC PRGN","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","61","0.10"
"","2 = No .................................................................................................................................","1303","2.21"
"","98 = BLANK (NO ANSWER) ...........................................................................................","808","1.37"
"","99 = LEGITIMATE SKIP ...................................................................................................","56897","96.32"
"H<s>ow many pounds did you gain?  Please enter your answer as a whole number.</s>","","",""
"(AD26D)","","",""
"ADWRGNL2<s>1</s>","Len : 3    WHEN PRBLMS WORST # LBS GAINED WITHOUT TRYING","",""
"","","Freq","Pct"
"","RANGE = 0 - 20 .................................................................................................................","1014","1.72"
"","21 = 21 to 25 pounds ...........................................................................................................","100","0.17"
"","22 = 26 to 30 pounds ...........................................................................................................","224","0.38"
"","23 = 31 to 35 pounds ...........................................................................................................","34","0.06"
"","24 = 36 to 40 pounds ...........................................................................................................","133","0.23"
"","25 = 41 to 45 pounds ...........................................................................................................","21","0.04"
"","26 = 46 to 50 pounds ...........................................................................................................","127","0.22"
"","27 = 51 or more pounds ......................................................................................................","242","0.41"
"","994 = DON'T KNOW .........................................................................................................","55","0.09"
"","997 = REFUSED ................................................................................................................","2","0.00"
"","998 = BLANK (NO ANSWER)..........................................................................................","1436","2.43"
"","999 = LEGITIMATE SKIP .................................................................................................","55681","94.26"
"D<s>id you lose weight without trying to?</s>","","",""
"(AD26E)","","",""
"ADWRLOSE<s>1</s>","Len : 2    WHEN PRBLMS WORST DID YOU LOSE WEIGHT W/O TRYING","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","4562","7.72"
"","2 = No .................................................................................................................................","3086","5.22"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","74","0.13"
"","97 = REFUSED ..................................................................................................................","2","0.00"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1413","2.39"
"","99 = LEGITIMATE SKIP ...................................................................................................","49931","84.53"
"D<s>id you lose weight without trying to because you were sick or on a diet?</s>","","",""
"(AD26E1)","","",""
"ADWRDIET<s>1</s>","Len : 2    WHEN PRBLMS WORST LOSE WGHT W/O TRYING BC SICK/DT","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","850","1.44"
"","2 = No .................................................................................................................................","3707","6.28"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","94 = DON'T KNOW ...........................................................................................................","5","0.01"
"","98 = BLANK (NO ANSWER) ...........................................................................................","1489","2.52"
"","99 = LEGITIMATE SKIP ...................................................................................................","53017","89.75"
