"","HEALTH","",""
"(HLTH2503)","","",""
"COPDEVER<s>1</s>","Len : 2    EVER TOLD HAD CHRONIC BRONCHITIS OR COPD","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","1145","1.94"
"","2 = No (not entered) ............................................................................................................","16290","27.58"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","396","0.67"
"","97 = REFUSED ..................................................................................................................","256","0.43"
"","98 = BLANK (NO ANSWER) ...........................................................................................","875","1.48"
"","99 = LEGITIMATE SKIP ...................................................................................................","40098","67.88"
"(HLTH2504)","","",""
"CIRROSEVR<s>1</s>","Len : 2    EVER TOLD HAD CIRRHOSIS OF THE LIVER","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","155","0.26"
"","2 = No (not entered) ............................................................................................................","17280","29.25"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","396","0.67"
"","97 = REFUSED ..................................................................................................................","256","0.43"
"","98 = BLANK (NO ANSWER) ...........................................................................................","875","1.48"
"","99 = LEGITIMATE SKIP ...................................................................................................","40098","67.88"
"(HLTH2505)","","",""
"HEPBCEVER<s>1</s>","Len : 2    EVER TOLD HAD HEPATITIS B OR C","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","464","0.79"
"","2 = No (not entered) ............................................................................................................","16971","28.73"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","396","0.67"
"","97 = REFUSED ..................................................................................................................","256","0.43"
"","98 = BLANK (NO ANSWER) ...........................................................................................","875","1.48"
"","99 = LEGITIMATE SKIP ...................................................................................................","40098","67.88"
"(HLTH2506)","","",""
"KIDNYDSEV<s>1</s>","Len : 2    EVER TOLD HAD KIDNEY DISEASE","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","760","1.29"
"","2 = No (not entered) ............................................................................................................","16675","28.23"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","396","0.67"
"","97 = REFUSED ..................................................................................................................","256","0.43"
"","98 = BLANK (NO ANSWER) ...........................................................................................","875","1.48"
"","99 = LEGITIMATE SKIP ...................................................................................................","40098","67.88"
"(HLTH2507)","","",""
"ASTHMAEVR<s>1</s>","Len : 2    EVER TOLD HAD ASTHMA","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","6810","11.53"
"","2 = No (not entered) ............................................................................................................","10625","17.99"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","396","0.67"
"","97 = REFUSED ..................................................................................................................","256","0.43"
"","98 = BLANK (NO ANSWER) ...........................................................................................","875","1.48"
"","99 = LEGITIMATE SKIP ...................................................................................................","40098","67.88"
"(HLTH2508)","","",""
"HIVAIDSEV<s>1</s>","Len : 2    EVER TOLD HAD HIV OR AIDS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","125","0.21"
"","2 = No (not entered) ............................................................................................................","17310","29.30"
"","85 = BAD DATA Logically assigned .................................................................................","9","0.02"
"","94 = DON'T KNOW ...........................................................................................................","396","0.67"
"","97 = REFUSED ..................................................................................................................","256","0.43"
"","98 = BLANK (NO ANSWER) ...........................................................................................","875","1.48"
"","99 = LEGITIMATE SKIP ...................................................................................................","40098","67.88"
"Codebook Creation Date: 10/19/2023 ................................................. 534","","",""
