"","HEALTH","",""
"(HLTH222)","","",""
"HPALCFRQ","Len : 2    DOCTOR ASKED HOW OFTEN YOU DRINK","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","12484","21.13"
"","2 = No (Not entered) ...........................................................................................................","3162","5.35"
"","85 = BAD DATA Logically assigned .................................................................................","6","0.01"
"","91 = NEVER USED ALCOHOL ........................................................................................","17216","29.15"
"","93 = DID NOT USE ALCOHOL IN THE PAST 12 MONTHS .........................................","6899","11.68"
"","94 = DON'T KNOW ...........................................................................................................","371","0.63"
"","97 = REFUSED ..................................................................................................................","135","0.23"
"","98 = BLANK (NO ANSWER) ...........................................................................................","906","1.53"
"","99 = LEGITIMATE SKIP ...................................................................................................","17890","30.29"
"(HLTH223)","","",""
"HPALCPRB","Len : 2    DOCTOR ASKED IF ANY DRINKING PROBS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","3111","5.27"
"","2 = No (Not entered) ...........................................................................................................","12535","21.22"
"","91 = NEVER USED ALCOHOL ........................................................................................","17216","29.15"
"","93 = DID NOT USE ALCOHOL IN THE PAST 12 MONTHS .........................................","6899","11.68"
"","94 = DON'T KNOW ...........................................................................................................","371","0.63"
"","97 = REFUSED ..................................................................................................................","135","0.23"
"","98 = BLANK (NO ANSWER) ...........................................................................................","912","1.54"
"","99 = LEGITIMATE SKIP ...................................................................................................","17890","30.29"
"(HLTH224)","","",""
"HPALCCUT","Len : 2    DOCTOR ADVISED YOU TO CUT DOWN ON DRINKING","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","949","1.61"
"","2 = No (Not entered) ...........................................................................................................","14697","24.88"
"","91 = NEVER USED ALCOHOL ........................................................................................","17216","29.15"
"","93 = DID NOT USE ALCOHOL IN THE PAST 12 MONTHS .........................................","6899","11.68"
"","94 = DON'T KNOW ...........................................................................................................","371","0.63"
"","97 = REFUSED ..................................................................................................................","135","0.23"
"","98 = BLANK (NO ANSWER) ...........................................................................................","912","1.54"
"","99 = LEGITIMATE SKIP ...................................................................................................","17890","30.29"
"(HLTH225)","","",""
"HPALCTX","Len : 2    DOCTOR OFFERED INFO ABOUT ALCOHOL TREATMT","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","636","1.08"
"","2 = No (Not entered) ...........................................................................................................","15010","25.41"
"","91 = NEVER USED ALCOHOL ........................................................................................","17216","29.15"
"","93 = DID NOT USE ALCOHOL IN THE PAST 12 MONTHS .........................................","6899","11.68"
"","94 = DON'T KNOW ...........................................................................................................","371","0.63"
"","97 = REFUSED ..................................................................................................................","135","0.23"
"","98 = BLANK (NO ANSWER) ...........................................................................................","912","1.54"
"","99 = LEGITIMATE SKIP ...................................................................................................","17890","30.29"
"(HLTH226)","","",""
"HPALCNOT","Len : 2    DOCTOR DIDNT DISCUSS MY ALCOHOL USE WITH ME","",""
"","","Freq","Pct"
"","85 = BAD DATA Logically assigned .................................................................................","1","0.00"
"","91 = NEVER USED ALCOHOL ........................................................................................","17216","29.15"
"","93 = DID NOT USE ALCOHOL IN THE PAST 12 MONTHS .........................................","6899","11.68"
"","94 = DON'T KNOW ...........................................................................................................","371","0.63"
"","95 = DR DIDNT DISCUSS ALC USE PST 12 MOS .........................................................","11288","19.11"
"","97 = REFUSED ..................................................................................................................","135","0.23"
"","98 = BLANK (NO ANSWER) ...........................................................................................","911","1.54"
"","99 = LEGITIMATE SKIP ...................................................................................................","22248","37.66"
