"","During the past 12 months, in how many different kinds of other activities, such as dance lessons, piano lessons, karate lessons, or horseback riding","",""
"<s>lessons, have you participated?</s>","","",""
"(YE23S)","","",""
"YEOTHACT<s>1</s>","Len : 2    #  OF OTHER ACT. PARTIC. IN PAST 12 MONTHS","",""
"","","Freq","Pct"
"","0 = None .............................................................................................................................","7627","12.91"
"","1 = One ...............................................................................................................................","2153","3.64"
"","2 = Two ...............................................................................................................................","1045","1.77"
"","3 = 3 or more.......................................................................................................................","928","1.57"
"","85 = BAD DATA Logically assigned .................................................................................","24","0.04"
"","94 = DON'T KNOW ...........................................................................................................","133","0.23"
"","97 = REFUSED ..................................................................................................................","39","0.07"
"","98 = BLANK (NO ANSWER) ...........................................................................................","20","0.03"
"","99 = LEGITIMATE SKIP ...................................................................................................","47100","79.74"
"D<s>uring the past 12 months have you had a special class about drugs or alcohol in school?</s>","","",""
"(YE24A)","","",""
"YEDECLAS<s>1</s>","Len : 2    A SPECIAL CLASS ABOUT DRUGS OR ALCOHOL","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","3909","6.62"
"","2 = No .................................................................................................................................","6974","11.81"
"","85 = BAD DATA Logically assigned .................................................................................","4","0.01"
"","94 = DON'T KNOW ...........................................................................................................","138","0.23"
"","97 = REFUSED ..................................................................................................................","35","0.06"
"","98 = BLANK (NO ANSWER) ...........................................................................................","84","0.14"
"","99 = LEGITIMATE SKIP ...................................................................................................","47925","81.13"
"D","uring the past 12 months have you had films, lectures, discussions, or printed information about drugs or alcohol in one of your regular school","",""
"<s>classes such as health or physical education?</s>","","",""
"(YE24B)","","",""
"YEDERGLR<s>1</s>","Len : 2    FILMS/LECTURES/DISCUS/INFO ABOUT DRG/ALC IN CLASS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","6199","10.49"
"","2 = No .................................................................................................................................","4673","7.91"
"","85 = BAD DATA Logically assigned .................................................................................","4","0.01"
"","94 = DON'T KNOW ...........................................................................................................","141","0.24"
"","97 = REFUSED ..................................................................................................................","42","0.07"
"","98 = BLANK (NO ANSWER) ...........................................................................................","85","0.14"
"","99 = LEGITIMATE SKIP ...................................................................................................","47925","81.13"
"D","uring the past 12 months have you had films, lectures, discussions, or printed information about drugs or alcohol outside of one of your regular","",""
"<s>classes such as in a special assembly?</s>","","",""
"(YE24C)","","",""
"YEDESPCL<s>1</s>","Len : 2    FILMS/LECTURES/DISCUS/INFO ABOUT DRG/ALC OUT CLAS","",""
"","","Freq","Pct"
"","1 = Yes ................................................................................................................................","3093","5.24"
"","2 = No .................................................................................................................................","7758","13.13"
"","85 = BAD DATA Logically assigned .................................................................................","4","0.01"
"","94 = DON'T KNOW ...........................................................................................................","163","0.28"
"","97 = REFUSED ..................................................................................................................","41","0.07"
"","98 = BLANK (NO ANSWER) ...........................................................................................","85","0.14"
"","99 = LEGITIMATE SKIP ...................................................................................................","47925","81.13"
