"","IMPUTED MENTAL HEALTH SERVICES UTILIZATION","",""
"IMPUTED MENTAL HEALTH SERVICES UTILIZATION","","",""
"IRMHTSUPPGRP","Len : 1    PARTICIPATED IN SUPPORT GRP FOR MNTL HLTH - PY - IMP REV","",""
"","","Freq","Pct"
"","0 = No .................................................................................................................................","56343","95.39"
"","1 = Yes ................................................................................................................................","2726","4.61"
"IIMHTSUPPGRP","Len : 1    PARTICIPATED IN SUPPORT GRP FOR MNTL HLTH - PY - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","57928","98.07"
"","2 = Logically assigned data .................................................................................................","2","0.00"
"","3 = Statistically imputed data ..............................................................................................","1139","1.93"
"IRMHTERED","Len : 1    SEEN IN EMERGENCY ROOM/DEPT FOR MNTL HLTH - PY - IMP REV","",""
"","","Freq","Pct"
"","0 = No .................................................................................................................................","58068","98.31"
"","1 = Yes ................................................................................................................................","1001","1.69"
"IIMHTERED","Len : 1    SEEN IN EMERGENCY ROOM/DEPT FOR MNTL HLTH - PY - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","57976","98.15"
"","2 = Logically assigned data .................................................................................................","4","0.01"
"","3 = Statistically imputed data ..............................................................................................","1089","1.84"
"IRMHTINHOSP","Len : 1    RCVD MNTL HLTH TRMT AT HOSPITAL AS INPATIENT - PY - IMP REV","",""
"","","Freq","Pct"
"","0 = No .................................................................................................................................","58240","98.60"
"","1 = Yes ................................................................................................................................","829","1.40"
"IIMHTINHOSP","Len : 1    RCVD MNTL HLTH TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","57893","98.01"
"","2 = Logically assigned data .................................................................................................","8","0.01"
"","3 = Statistically imputed data ..............................................................................................","1168","1.98"
"IRMHTINRSMH","Len : 1    RCVD MNTL HLTH TRMT AT RSDNTL MNTL HLTH TRMT CTR-PY-IMP REV","",""
"","","Freq","Pct"
"","0 = No .................................................................................................................................","58545","99.11"
"","1 = Yes ................................................................................................................................","524","0.89"
"IIMHTINRSMH","Len : 1    RCVD MNTL HLTH TRMT AT RSDNTL MNTL HLTH TRMT CTR-PY-IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","57900","98.02"
"","2 = Logically assigned data .................................................................................................","1","0.00"
"","3 = Statistically imputed data ..............................................................................................","1168","1.98"
"IRMHTINRHAB","Len : 1    RCVD MNTL HLTH TRMT AT RSDNTL SUB REHAB/TRMT CTR-PY-IMP REV","",""
"","","Freq","Pct"
"","0 = No .................................................................................................................................","58826","99.59"
"","1 = Yes ................................................................................................................................","243","0.41"
"IIMHTINRHAB","Len : 1    RCVD MNTL HLTH TRMT AT RSDNTL SUB REHAB/TRMT CTR-PY-IMP IND","",""
"","","Freq","Pct"
"","1 = Questionnaire data ........................................................................................................","57922","98.06"
"","3 = Statistically imputed data ..............................................................................................","1147","1.94"
"IRMHTINOPL","Len : 1    RCVD MNTL HLTH TRMT AT OTHER PLACE AS INPATIENT-PY-IMP REV","",""
"","","Freq","Pct"
"","0 = No .................................................................................................................................","58763","99.48"
"","1 = Yes ................................................................................................................................","306","0.52"
